booking_id,arrival_date,lead_time,is_flexible,actual_temp,actual_precip,forecast_14d_temp,forecast_14d_precip,forecast_3d_temp,forecast_3d_precip,weather_penalty_14d,weather_penalty_3d,weather_shock,cancellation_prob,is_canceled
1778,2025-10-13,41,True,11.8,0.4,15.3,10.6,11.9,0.0,24.55,5.05,0.0,0.05448941413423795,0
1779,2022-06-02,17,True,16.0,1.0,14.1,0.0,17.6,4.6,3.95,11.4,7.45,0.5913796915636733,1
1780,2020-08-20,17,False,23.8,0.3,27.8,0.0,23.9,0.0,0.0,0.0,0.0,0.05,0
1781,2022-12-11,18,True,-3.7,6.0,-4.4,4.1,-4.4,5.2,21.4,23.6,2.2,0.10687024830203729,0
1782,2025-05-29,26,False,15.2,5.0,10.0,1.3,14.6,4.5,8.6,12.7,4.1,0.05,0
1783,2025-06-15,36,True,24.4,0.0,25.7,2.2,26.2,0.0,4.4,0.0,0.0,0.05448941413423795,0
1784,2020-02-09,15,True,5.4,0.0,8.7,0.0,5.7,1.6,6.65,11.35,4.7,0.43415586880139634,1
1785,2025-06-14,54,False,21.0,0.0,24.8,2.6,22.1,0.0,5.2,0.0,0.0,0.05,0
1786,2021-08-17,28,True,19.0,6.2,20.4,3.8,20.6,4.7,8.4,10.1,1.7,0.08273840128707585,0
1787,2020-05-22,17,False,13.8,0.3,8.9,9.0,11.4,2.1,24.55,9.5,0.0,0.05,0
1788,2025-02-22,27,False,3.6,0.0,4.7,3.7,2.4,0.0,16.05,9.8,0.0,0.05,0
1789,2025-04-21,47,True,22.5,0.0,22.5,2.4,23.2,3.3,4.8,6.6,1.8,0.08663441956629986,0
1790,2023-08-06,35,True,29.5,3.9,26.9,2.6,30.3,1.2,5.2,2.4,0.0,0.05448941413423795,0
1791,2023-07-11,47,True,23.1,5.5,23.3,2.3,23.9,8.3,4.6,16.6,12.0,0.5999627517177093,0
1792,2024-10-18,18,False,13.5,0.0,17.3,0.3,12.5,0.0,2.95,4.75,1.8,0.05,0
1793,2024-09-04,22,True,28.4,0.9,27.8,0.0,28.2,0.0,0.0,0.0,0.0,0.05448941413423795,0
1794,2025-06-20,19,True,18.9,0.2,13.9,6.3,17.6,0.1,16.65,2.4,0.0,0.05448941413423795,1
1795,2023-06-16,71,True,23.6,0.4,21.5,0.0,24.4,0.0,0.25,0.0,0.0,0.05448941413423795,0
1796,2025-09-21,36,True,26.6,0.0,20.2,0.0,27.1,2.3,0.9,4.6,3.7,0.27602776126773426,0
1797,2025-12-17,172,True,2.8,0.0,7.5,0.0,3.1,0.4,7.25,10.25,3.0,0.17731136907554035,0
1798,2020-08-31,22,True,16.2,18.4,13.6,15.7,17.5,17.7,35.6,37.65,2.05,0.09832515315611567,0
1799,2025-02-28,20,False,4.2,5.4,5.9,0.0,4.6,1.4,8.05,11.5,3.45,0.05,0
1800,2023-01-02,25,True,9.9,3.7,11.5,2.3,6.9,3.1,9.85,13.75,3.9,0.3085197715294855,0
1801,2022-06-17,56,True,21.2,1.4,24.8,0.9,23.0,0.0,1.8,0.0,0.0,0.05448941413423795,0
1802,2023-08-27,23,True,25.4,10.4,27.3,12.1,25.6,10.0,24.2,20.0,0.0,0.05448941413423795,0
1803,2020-06-19,28,False,27.1,5.1,26.8,0.3,25.8,2.1,0.6,4.2,3.6,0.05,0
1804,2023-01-27,27,True,0.2,1.1,-3.5,3.3,1.2,0.4,19.35,11.2,0.0,0.05448941413423795,0
1805,2025-05-17,27,True,6.7,14.7,11.2,17.9,7.7,14.3,41.2,35.75,0.0,0.05448941413423795,0
1806,2021-06-07,21,True,23.0,0.0,19.0,0.0,23.9,0.0,1.5,0.0,0.0,0.05448941413423795,0
1807,2022-08-03,25,True,26.1,0.0,20.0,0.0,24.5,0.0,1.0,0.0,0.0,0.05448941413423795,0
1808,2025-08-18,24,True,20.5,0.1,13.9,7.7,19.8,1.1,19.45,3.3,0.0,0.05448941413423795,0
1809,2022-08-06,26,True,21.9,1.6,22.8,1.2,21.8,3.3,2.4,6.7,4.3,0.37397223873226576,0
1810,2022-04-03,42,True,4.4,0.0,2.6,6.8,3.9,2.1,23.3,13.25,0.0,0.05448941413423795,0
1811,2022-08-20,73,True,28.6,3.8,27.6,0.1,28.9,1.7,0.2,3.4,3.2,0.20228300718158565,0
1812,2023-03-15,20,False,6.7,3.0,8.9,0.0,8.0,0.0,6.55,7.0,0.45,0.05,0
1813,2023-09-20,23,True,21.0,0.0,21.1,0.0,18.8,0.0,0.45,1.6,1.15,0.06742192560848102,0
1814,2024-09-21,20,False,22.2,0.0,19.7,0.0,23.8,1.1,1.15,2.2,1.05,0.05,0
1815,2022-09-03,28,True,17.6,0.0,17.4,0.0,16.9,0.0,2.3,2.55,0.25,0.05604281844682625,1
1816,2024-11-03,22,False,8.6,0.5,5.9,0.0,8.8,0.0,8.05,6.6,0.0,0.05,0
1817,2023-05-06,29,True,11.9,0.0,12.7,0.0,12.4,0.0,4.65,4.8,0.15,0.05536616609350325,0
1818,2022-01-21,47,True,0.2,3.7,0.4,5.7,-1.8,3.3,22.2,18.5,0.0,0.05448941413423795,0
1819,2023-12-01,15,False,-1.8,0.0,-10.3,0.5,-1.3,0.0,17.15,11.65,0.0,0.05,0
1820,2024-06-13,33,True,19.4,0.0,16.5,6.2,21.0,0.0,15.15,0.5,0.0,0.05448941413423795,0
1821,2023-06-22,22,True,24.4,2.7,23.9,10.7,23.3,6.1,21.4,12.2,0.0,0.05448941413423795,1
1822,2020-06-19,32,False,27.1,5.1,26.8,0.3,25.8,2.1,0.6,4.2,3.6,0.05,0
1823,2021-01-13,19,False,-0.3,3.9,2.1,0.0,3.0,4.0,9.95,17.5,7.55,0.05,1
1824,2021-09-03,50,True,18.7,0.2,18.5,10.8,18.6,0.0,23.35,1.7,0.0,0.05448941413423795,0
1825,2021-08-30,42,True,17.8,8.0,20.2,3.3,15.9,8.6,7.5,20.25,12.75,0.599984855369887,1
1826,2024-01-27,34,True,3.3,4.9,4.0,9.9,0.7,4.7,28.8,20.05,0.0,0.05448941413423795,0
1827,2020-03-07,39,False,8.4,2.4,6.7,0.0,8.3,0.0,7.65,6.85,0.0,0.05,0
1828,2024-07-28,20,True,23.4,5.2,24.6,5.3,23.0,5.2,10.6,10.4,0.0,0.05448941413423795,0
1829,2021-08-09,21,False,22.5,1.5,27.9,4.2,21.8,1.4,8.4,2.9,0.0,0.05,1
1830,2021-10-09,38,True,12.3,0.0,16.7,15.6,12.2,0.0,33.85,4.9,0.0,0.05448941413423795,0
1831,2023-04-15,20,True,11.1,3.2,15.2,8.4,11.3,3.1,20.2,11.55,0.0,0.05448941413423795,0
1832,2021-06-11,59,True,22.5,0.3,27.1,0.0,22.6,0.5,0.0,1.0,1.0,0.06462834646727623,0
1833,2025-06-13,23,True,19.9,0.0,19.3,6.2,21.1,0.0,13.75,0.45,0.0,0.05448941413423795,0
1834,2020-07-24,33,True,21.8,0.0,18.0,0.0,20.4,0.0,2.0,0.8,0.0,0.05448941413423795,0
1835,2022-08-26,95,True,29.2,0.1,29.8,5.4,29.1,0.0,10.8,0.0,0.0,0.05448941413423795,0
1836,2025-02-28,20,True,4.2,5.4,5.9,0.0,4.6,1.4,8.05,11.5,3.45,0.23740678635173806,0
1837,2023-08-31,27,True,19.5,2.6,16.8,0.9,18.9,5.6,4.4,12.75,8.35,0.5970419640543834,0
1838,2021-09-11,45,True,24.0,0.0,22.8,1.5,24.3,0.0,3.0,0.0,0.0,0.05448941413423795,0
1839,2022-07-28,43,True,20.2,0.6,20.9,2.9,19.4,0.5,6.35,2.3,0.0,0.05448941413423795,0
1840,2024-05-27,23,False,27.8,0.0,24.3,0.3,28.3,0.0,0.6,0.0,0.0,0.05,0
1841,2025-09-28,22,True,14.8,0.2,7.7,6.2,13.2,1.4,19.55,7.2,0.0,0.05448941413423795,0
1842,2025-06-22,24,True,20.5,0.0,20.1,2.0,19.4,0.5,4.95,2.3,0.0,0.05448941413423795,0
1843,2022-02-05,59,False,3.2,3.3,11.2,7.6,3.1,5.6,20.6,20.65,0.05,0.05,0
1844,2025-12-25,23,True,-3.0,0.0,1.5,0.0,-0.7,4.1,10.25,19.55,9.3,0.5990504903588446,0
1845,2020-01-13,27,False,5.3,2.2,2.1,0.0,5.7,0.3,9.95,8.75,0.0,0.05,0
1846,2020-04-11,22,True,11.3,0.0,5.7,0.0,10.7,0.0,8.15,5.65,0.0,0.05448941413423795,0
1847,2024-11-26,37,True,6.4,7.6,5.5,9.5,6.6,5.4,27.25,18.5,0.0,0.05448941413423795,0
1848,2021-05-01,28,True,10.9,0.0,21.7,0.0,9.9,0.2,0.15,6.45,6.3,0.5672615987129243,1
1849,2020-06-24,19,True,25.4,0.3,27.7,0.0,26.6,0.0,0.0,0.0,0.0,0.05448941413423795,1
1850,2021-07-06,19,True,26.2,0.0,26.2,1.0,28.0,0.0,2.0,0.0,0.0,0.05448941413423795,0
1851,2022-08-03,16,True,26.1,0.0,20.0,0.0,24.5,0.0,1.0,0.0,0.0,0.05448941413423795,0
1852,2024-06-28,20,False,31.5,2.4,30.4,9.8,31.5,4.5,19.6,9.0,0.0,0.05,0
1853,2023-09-10,39,True,25.9,0.0,29.5,0.0,23.8,0.7,0.0,1.4,1.4,0.07325937451311859,0
1854,2021-07-07,54,True,28.0,0.2,32.3,6.7,28.4,0.0,13.4,0.0,0.0,0.05448941413423795,0
1855,2023-01-15,37,True,5.9,6.3,7.4,3.8,5.6,6.7,14.9,21.6,6.7,0.5792716602202669,1
1856,2025-08-02,34,False,23.5,0.7,21.6,0.0,22.5,0.0,0.2,0.0,0.0,0.05,0
1857,2024-10-25,25,True,10.4,0.0,12.8,1.9,12.4,0.0,8.4,4.8,0.0,0.05448941413423795,0
1858,2021-11-27,38,True,1.4,9.7,-2.1,14.2,1.9,8.9,40.45,27.85,0.0,0.05448941413423795,0
1859,2025-10-27,30,False,7.7,4.9,13.1,0.0,5.9,5.2,4.45,18.45,14.0,0.05,0
1860,2024-06-01,76,False,24.0,1.0,19.7,5.7,23.9,2.0,12.55,4.0,0.0,0.05,0
1861,2020-06-26,25,True,26.5,0.3,32.5,2.1,28.7,2.8,4.2,5.6,1.4,0.07325937451311859,0
1862,2020-05-08,55,False,16.8,0.0,14.7,0.0,16.9,0.9,3.65,4.35,0.7,0.05,0
1863,2021-01-08,41,True,0.5,0.2,5.0,3.7,1.9,0.0,15.9,10.05,0.0,0.05448941413423795,0
1864,2024-06-24,38,False,20.9,0.6,21.8,0.0,19.5,3.0,0.1,7.25,7.15,0.05,0
1865,2021-03-05,16,True,2.1,0.4,-0.7,4.3,-0.5,2.0,19.95,15.25,0.0,0.05448941413423795,0
1866,2023-02-13,42,False,5.8,0.0,3.6,3.3,6.9,0.0,15.8,7.55,0.0,0.05,1
1867,2020-08-02,25,False,23.8,0.0,25.3,0.0,23.3,0.0,0.0,0.0,0.0,0.05,0
1868,2025-07-27,22,True,24.6,1.6,26.3,0.0,26.2,5.3,0.0,10.6,10.6,0.5998002013277302,0
1869,2022-02-11,17,True,3.6,1.5,4.1,0.0,4.5,3.9,8.95,16.55,7.6,0.5927810749145935,0
1870,2025-07-11,26,True,18.5,4.8,17.2,4.3,19.5,4.3,11.0,9.85,0.0,0.05448941413423795,0
1871,2025-08-24,27,True,15.8,6.0,13.1,8.5,16.4,6.5,21.45,15.8,0.0,0.05448941413423795,1
1872,2020-01-23,18,True,3.0,0.0,2.6,0.0,3.1,0.0,9.7,9.45,0.0,0.05448941413423795,0
1873,2022-09-18,17,False,14.1,2.7,16.7,0.0,11.0,2.0,2.65,9.5,6.85,0.05,0
1874,2020-03-30,33,True,3.8,1.4,5.7,0.0,4.6,0.0,8.15,8.7,0.55,0.05862030843632672,0
1875,2025-07-12,41,True,19.8,5.3,21.6,4.3,17.9,4.2,8.8,10.45,1.65,0.08093911346524206,0
1876,2023-03-11,28,True,2.2,3.1,6.8,2.4,5.9,0.0,12.4,8.05,0.0,0.05448941413423795,0
1877,2020-07-11,48,True,18.8,0.6,14.7,8.9,19.1,0.7,21.45,2.85,0.0,0.05448941413423795,0
1878,2020-08-23,25,True,22.7,0.6,22.3,0.0,23.7,0.5,0.0,1.0,1.0,0.06462834646727623,0
1879,2022-06-12,26,True,22.8,0.0,18.4,3.1,24.6,0.6,8.0,1.2,0.0,0.05448941413423795,0
1880,2025-08-19,19,False,23.7,0.0,23.3,5.7,25.0,0.0,11.4,0.0,0.0,0.05,0
1881,2024-04-07,17,False,20.6,0.0,20.6,0.0,22.8,0.0,0.7,0.0,0.0,0.05,0
1882,2025-05-05,79,False,10.4,0.2,10.7,1.3,12.3,0.8,8.25,6.45,0.0,0.05,0
1883,2022-05-03,48,False,13.7,0.1,17.9,0.0,15.5,0.0,2.05,3.25,1.2,0.05,0
1884,2020-06-03,17,True,15.8,0.6,15.0,9.0,16.2,0.0,21.5,2.9,0.0,0.05448941413423795,0
1885,2025-09-30,28,False,10.9,0.5,9.7,5.0,12.1,0.0,16.15,4.95,0.0,0.05,0
1886,2020-03-03,25,True,8.3,1.8,5.2,0.0,6.6,0.0,8.4,7.7,0.0,0.05448941413423795,0
1887,2025-08-29,24,True,27.8,0.0,31.2,0.9,27.6,0.0,1.8,0.0,0.0,0.05448941413423795,0
1888,2022-05-12,22,True,17.2,11.0,15.1,3.4,19.5,14.5,10.25,30.25,20.0,0.5999999974770501,0
1889,2020-02-07,31,True,0.9,0.0,-2.9,11.0,-2.0,2.0,34.45,16.0,0.0,0.05448941413423795,0
1890,2024-03-24,39,True,6.2,1.9,10.3,7.6,5.3,1.0,21.05,10.35,0.0,0.05448941413423795,0
1891,2025-10-21,31,True,9.4,0.0,13.1,11.7,13.0,1.0,27.85,6.5,0.0,0.05448941413423795,0
1892,2025-09-19,25,True,21.2,0.8,21.7,0.0,20.5,5.0,0.15,10.75,10.6,0.5998002013277302,0
1893,2020-12-11,25,True,1.7,0.1,1.8,0.0,2.0,1.9,10.1,13.8,3.7,0.27602776126773426,0
1894,2021-02-23,42,False,5.4,0.0,2.9,0.0,5.5,0.0,9.55,8.25,0.0,0.05,0
1895,2023-07-01,32,True,22.0,0.6,18.8,3.3,22.6,0.2,8.2,0.4,0.0,0.05448941413423795,0
1896,2023-09-26,27,False,23.4,0.2,23.3,0.0,25.2,1.5,0.0,3.0,3.0,0.05,0
1897,2024-07-09,26,True,28.0,0.8,28.2,11.7,28.5,0.0,23.4,0.0,0.0,0.05448941413423795,0
1898,2021-02-22,31,True,5.4,0.0,0.5,0.0,7.2,1.3,10.75,10.0,0.0,0.05448941413423795,0
1899,2025-09-12,22,True,22.1,0.1,24.9,8.3,23.0,0.0,16.6,0.0,0.0,0.05448941413423795,0
1900,2023-09-28,40,False,25.6,0.0,25.4,0.0,25.6,0.0,0.0,0.0,0.0,0.05,0
1901,2025-02-19,19,True,0.6,0.0,5.6,0.0,-0.2,0.0,8.2,11.1,2.9,0.16595006141276092,0
1902,2023-05-29,22,True,20.2,0.0,17.4,3.0,19.2,1.1,8.3,3.6,0.0,0.05448941413423795,0
1903,2022-07-19,35,True,25.6,3.9,23.3,4.9,24.8,4.9,9.8,9.8,0.0,0.05448941413423795,0
1904,2025-10-09,18,True,14.1,2.3,17.5,6.7,13.6,1.5,15.65,7.2,0.0,0.05448941413423795,0
1905,2023-07-21,17,True,21.4,0.2,20.2,0.0,21.0,0.0,0.9,0.5,0.0,0.05448941413423795,0
1906,2025-05-03,27,False,18.1,0.0,17.1,0.0,18.0,3.3,2.45,8.6,6.15,0.05,0
1907,2025-09-05,17,True,27.2,0.6,24.8,0.0,26.3,1.2,0.0,2.4,2.4,0.12032386147549474,1
1908,2024-02-03,18,True,8.8,0.6,5.9,5.3,11.1,5.6,18.65,16.65,0.0,0.05448941413423795,0
1909,2023-06-10,38,True,22.5,0.0,25.3,3.2,25.0,0.0,6.4,0.0,0.0,0.05448941413423795,0
1910,2020-01-13,24,True,5.3,2.2,2.1,0.0,5.7,0.3,9.95,8.75,0.0,0.05448941413423795,0
1911,2020-05-25,53,False,15.0,2.6,13.1,8.0,16.2,2.7,20.45,8.3,0.0,0.05,0
1912,2021-05-06,18,False,11.1,0.8,7.5,0.0,13.3,2.3,7.25,8.95,1.7,0.05,0
1913,2021-03-13,25,True,6.9,5.0,6.3,8.7,4.8,4.0,25.25,16.6,0.0,0.05448941413423795,0
1914,2021-07-28,31,True,27.5,0.7,27.3,4.1,28.7,0.6,8.2,1.2,0.0,0.05448941413423795,0
1915,2021-09-26,18,False,16.8,0.0,17.3,11.8,15.3,2.5,25.95,8.35,0.0,0.05,0
1916,2022-04-10,45,True,7.9,1.4,9.2,0.0,5.9,0.6,6.4,9.25,2.85,0.16055494986279117,0
1917,2022-07-27,33,True,21.0,0.3,24.8,0.0,21.4,0.1,0.0,0.5,0.5,0.05812571743130018,0
1918,2020-08-09,17,False,27.2,0.3,26.3,8.2,24.4,0.0,16.4,0.0,0.0,0.05,0
1919,2020-06-02,26,True,17.0,0.1,15.9,9.0,17.3,2.3,21.05,6.95,0.0,0.05448941413423795,0
1920,2024-01-28,31,True,4.0,0.0,5.3,0.0,1.7,0.0,8.35,10.15,1.8,0.08663441956629986,0
1921,2023-05-19,21,True,13.8,1.8,15.2,4.7,12.6,2.3,12.8,9.3,0.0,0.05448941413423795,0
1922,2022-08-25,17,False,27.7,0.8,29.0,7.5,30.4,1.4,15.0,2.8,0.0,0.05,0
1923,2023-09-23,30,True,18.4,14.9,19.7,27.0,19.3,19.9,55.15,41.15,0.0,0.05448941413423795,0
1924,2024-12-10,103,True,1.8,0.0,6.3,1.5,-0.6,0.0,10.85,11.3,0.45,0.05765910216857522,0
1925,2022-08-05,23,False,30.1,0.0,29.2,2.3,29.1,0.0,4.6,0.0,0.0,0.05,0
1926,2023-09-30,64,False,18.8,0.6,23.7,2.7,18.1,1.1,5.4,4.15,0.0,0.05,0
1927,2025-09-05,20,True,27.2,0.6,24.8,0.0,26.3,1.2,0.0,2.4,2.4,0.12032386147549474,0
1928,2025-01-23,29,True,1.5,0.3,-7.2,0.1,2.1,1.8,14.8,13.55,0.0,0.05448941413423795,0
1929,2022-08-03,38,True,26.1,0.0,20.0,0.0,24.5,0.0,1.0,0.0,0.0,0.05448941413423795,0
1930,2023-10-14,26,True,20.9,0.5,23.1,1.0,24.1,0.0,2.0,0.0,0.0,0.05448941413423795,0
1931,2021-02-07,23,True,-11.8,0.0,-14.1,0.0,-11.7,0.0,18.05,16.85,0.0,0.05448941413423795,0
1932,2023-06-24,37,False,23.4,0.0,20.3,0.0,25.0,0.3,0.85,0.6,0.0,0.05,0
1933,2025-10-24,81,True,11.6,17.1,13.3,11.2,11.2,19.1,26.75,43.6,16.85,0.5999998894543415,0
1934,2023-03-11,30,True,2.2,3.1,6.8,2.4,5.9,0.0,12.4,8.05,0.0,0.05448941413423795,0
1935,2025-08-03,22,True,27.0,4.3,28.8,7.9,26.4,5.3,15.8,10.6,0.0,0.05448941413423795,1
1936,2022-07-10,24,True,18.0,3.0,21.8,13.6,16.5,0.6,27.3,3.95,0.0,0.05448941413423795,0
1937,2025-12-27,132,False,3.6,0.1,-1.0,3.0,3.2,0.0,17.5,9.4,0.0,0.05,0
1938,2023-07-17,28,False,28.7,1.5,33.4,5.1,30.0,0.5,10.2,1.0,0.0,0.05,0
1939,2020-06-01,21,True,16.8,0.9,17.6,0.0,15.8,0.0,2.2,3.1,0.9,0.06301331798550368,0
1940,2023-07-27,18,True,20.5,1.4,18.8,3.4,19.4,5.3,8.4,11.9,3.5,0.24488903157581254,0
1941,2021-08-21,16,True,18.0,1.0,19.0,7.9,17.3,2.2,17.3,6.75,0.0,0.05448941413423795,0
1942,2020-04-28,31,True,20.9,0.0,15.4,2.6,22.6,0.0,8.5,0.0,0.0,0.05448941413423795,0
1943,2024-11-16,36,True,8.6,0.0,6.5,0.0,8.5,0.2,7.75,7.15,0.0,0.05448941413423795,0
1944,2021-08-22,23,True,19.1,0.2,18.6,2.0,19.7,0.0,5.7,1.15,0.0,0.05448941413423795,1
1945,2024-09-16,26,True,25.1,0.0,22.0,9.9,25.9,2.0,19.8,4.0,0.0,0.05448941413423795,0
1946,2021-09-06,18,True,15.8,0.0,18.6,0.8,19.5,0.0,3.3,1.25,0.0,0.05448941413423795,0
1947,2021-04-12,28,True,16.8,1.4,25.7,0.0,17.9,2.5,0.0,7.05,7.05,0.5862021708155862,1
1948,2025-09-29,33,True,11.2,0.0,8.1,0.0,8.9,1.0,6.95,8.55,1.6,0.07923312501893505,0
1949,2022-04-16,22,True,8.4,0.0,14.6,0.0,10.7,0.0,3.7,5.65,1.95,0.0932906854437944,0
1950,2023-08-13,70,False,28.4,0.3,27.2,7.0,28.5,3.7,14.0,7.4,0.0,0.05,0
1951,2023-08-24,20,True,23.6,0.9,22.1,0.0,25.4,4.2,0.0,8.4,8.4,0.5972133538665937,0
1952,2023-06-24,30,False,23.4,0.0,20.3,0.0,25.0,0.3,0.85,0.6,0.0,0.05,0
1953,2025-07-19,40,True,23.0,3.6,24.5,16.5,25.7,4.2,33.0,8.4,0.0,0.05448941413423795,0
1954,2024-01-30,25,True,5.1,0.0,9.5,5.8,4.3,0.4,17.85,9.65,0.0,0.05448941413423795,0
1955,2022-07-07,24,True,20.6,0.2,23.6,0.0,19.9,0.0,0.0,1.05,1.05,0.06550740838357842,0
1956,2025-04-16,17,True,19.4,2.7,27.5,0.0,18.7,3.3,0.0,8.25,8.25,0.5966671091796287,1
1957,2021-02-22,55,False,5.4,0.0,0.5,0.0,7.2,1.3,10.75,10.0,0.0,0.05,0
1958,2023-06-04,24,True,20.2,0.0,17.5,0.0,20.7,0.3,2.25,1.25,0.0,0.05448941413423795,0
1959,2025-08-31,34,True,21.6,0.7,19.4,0.0,23.0,0.1,1.3,0.2,0.0,0.05448941413423795,0
1960,2023-09-11,36,True,27.1,0.0,26.4,3.0,26.8,2.9,6.0,5.8,0.0,0.05448941413423795,0
1961,2024-11-01,21,True,14.2,1.7,20.8,14.6,17.5,3.9,29.8,10.05,0.0,0.05448941413423795,0
1962,2023-11-15,24,True,7.8,2.9,9.6,8.9,6.8,1.3,24.0,10.2,0.0,0.05448941413423795,0
1963,2025-01-22,54,True,1.0,0.0,0.4,3.1,2.5,0.4,17.0,10.55,0.0,0.05448941413423795,0
1964,2025-08-24,18,True,15.8,6.0,13.1,8.5,16.4,6.5,21.45,15.8,0.0,0.05448941413423795,0
1965,2021-08-19,97,False,18.8,1.7,14.6,0.9,18.4,0.8,5.5,3.4,0.0,0.05,0
1966,2021-01-12,20,True,-0.6,5.1,1.7,1.8,-0.3,4.6,13.75,20.35,6.6,0.5767406254868815,1
1967,2022-11-05,18,True,7.4,8.2,7.1,2.8,9.0,4.1,13.05,14.7,1.65,0.08093911346524206,0
1968,2024-05-10,28,True,14.6,3.5,12.4,7.1,10.2,1.2,19.0,8.3,0.0,0.05448941413423795,0
1969,2021-06-25,103,False,23.5,0.4,21.7,0.0,21.8,0.0,0.15,0.1,0.0,0.05,0
1970,2020-01-16,16,False,6.9,0.0,10.2,0.0,6.1,0.7,5.9,9.35,3.45,0.05,0
1971,2022-02-06,25,True,3.9,5.2,0.9,0.7,6.6,3.0,11.95,13.7,1.75,0.08463534583134809,0
1972,2025-09-23,33,True,14.8,1.3,18.4,3.2,15.7,0.0,8.2,3.15,0.0,0.05448941413423795,0
1973,2024-04-14,27,True,15.2,5.5,10.0,1.8,14.8,9.6,9.6,22.8,13.2,0.5999911743918687,1
1974,2022-07-03,31,True,23.8,0.2,26.2,0.0,23.7,0.0,0.0,0.0,0.0,0.05448941413423795,0
1975,2021-04-05,20,True,8.5,3.4,12.6,0.0,11.4,4.4,4.7,14.1,9.4,0.5991576960611482,1
1976,2022-03-26,21,True,10.1,0.0,13.3,0.4,7.9,0.0,5.15,7.05,1.9,0.09095736984131544,0
1977,2021-01-13,25,False,-0.3,3.9,2.1,0.0,3.0,4.0,9.95,17.5,7.55,0.05,0
1978,2020-08-19,18,True,22.4,0.9,21.3,4.4,22.7,0.8,9.15,1.6,0.0,0.05448941413423795,0
1979,2025-07-10,26,True,17.8,8.0,15.0,8.7,14.8,5.7,20.9,15.0,0.0,0.05448941413423795,0
1980,2025-12-22,23,True,4.2,0.0,9.4,0.8,3.9,2.0,7.9,13.05,5.15,0.4894450501372089,1
1981,2020-12-23,22,False,6.8,0.3,8.5,0.3,6.4,4.5,7.35,16.8,9.45,0.05,0
1982,2020-06-17,30,True,25.6,11.2,28.7,6.2,25.2,9.1,12.4,18.2,5.8,0.5431297516979627,0
1983,2021-12-20,16,True,0.8,0.7,1.1,0.0,0.7,1.4,10.45,13.45,3.0,0.17731136907554035,0
1984,2022-09-16,24,True,14.9,0.3,14.7,0.0,14.9,1.3,3.65,6.15,2.5,0.1280180856952683,0
1985,2021-05-21,112,True,16.8,3.6,13.9,0.0,15.9,4.8,4.05,12.65,8.6,0.5978055741680534,0
1986,2021-09-23,19,True,15.1,6.8,13.3,14.2,17.4,4.0,32.75,10.3,0.0,0.05448941413423795,0
1987,2021-05-06,53,True,11.1,0.8,7.5,0.0,13.3,2.3,7.25,8.95,1.7,0.08273840128707585,0
1988,2024-08-20,27,True,24.0,0.0,20.9,4.0,22.0,1.1,8.55,2.2,0.0,0.05448941413423795,0
1989,2024-06-07,21,True,20.7,0.0,18.8,5.0,22.4,0.8,11.6,1.6,0.0,0.05448941413423795,0
1990,2023-09-23,18,True,18.4,14.9,19.7,27.0,19.3,19.9,55.15,41.15,0.0,0.05448941413423795,0
1991,2022-06-17,28,True,21.2,1.4,24.8,0.9,23.0,0.0,1.8,0.0,0.0,0.05448941413423795,0
1992,2025-07-12,59,True,19.8,5.3,21.6,4.3,17.9,4.2,8.8,10.45,1.65,0.08093911346524206,0
1993,2025-09-24,23,True,13.8,0.0,10.6,4.0,12.1,0.4,13.7,5.75,0.0,0.05448941413423795,0
1994,2021-01-26,25,False,0.8,5.0,3.5,4.6,1.5,7.4,18.45,25.05,6.6,0.05,0
1995,2021-06-19,44,False,30.5,0.0,35.0,0.8,30.6,2.7,1.6,5.4,3.8,0.05,0
1996,2023-04-07,31,False,14.5,0.6,12.2,4.1,13.6,2.8,13.1,9.8,0.0,0.05,0
1997,2020-07-31,17,True,17.0,2.0,16.0,0.0,18.4,5.3,3.0,12.4,9.4,0.5991576960611482,1
1998,2022-08-15,27,True,29.7,4.9,31.2,2.7,30.4,3.1,5.4,6.2,0.8,0.06157274086125756,0
1999,2023-07-21,62,True,21.4,0.2,20.2,0.0,21.0,0.0,0.9,0.5,0.0,0.05448941413423795,0
2000,2023-03-25,26,True,12.9,2.4,15.5,3.0,11.2,0.0,9.25,5.4,0.0,0.05448941413423795,1
2001,2021-12-25,15,True,-4.3,0.3,-8.1,0.0,-4.0,0.0,15.05,13.0,0.0,0.05448941413423795,0
2002,2023-06-03,31,True,15.4,0.0,16.4,5.8,13.1,0.0,14.4,4.45,0.0,0.05448941413423795,0
2003,2025-09-11,24,True,19.3,14.2,15.1,12.4,19.3,11.5,28.25,24.35,0.0,0.05448941413423795,0
2004,2021-05-25,16,True,14.9,11.7,11.2,12.4,15.3,15.7,30.2,34.75,4.55,0.412593213648262,1
2005,2023-11-19,17,False,1.5,0.3,0.1,0.0,3.8,0.4,10.95,9.9,0.0,0.05,0
2006,2020-06-03,43,True,15.8,0.6,15.0,9.0,16.2,0.0,21.5,2.9,0.0,0.05448941413423795,0
2007,2020-07-01,20,True,22.5,3.7,25.5,14.0,20.9,5.9,28.0,12.35,0.0,0.05448941413423795,0
2008,2023-06-14,19,True,21.7,1.6,24.4,5.1,22.5,1.3,10.2,2.6,0.0,0.05448941413423795,0
2009,2020-08-16,26,False,27.2,0.0,32.2,0.0,26.1,2.1,0.0,4.2,4.2,0.05,0
